2026-01-22 16:03:37.326 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-01-22 16:03:37.353 INFO  [restartedMain] com.example.demo.DemoApplication - Starting DemoApplication using Java 17.0.16 with PID 36107 (/Users/nguyenhuuviet/Work/Project_Git/QuanCaphePro/Backend/target/classes started by root in /Users/nguyenhuuviet/Work/Project_Git/QuanCaphePro)
2026-01-22 16:03:37.354 DEBUG [restartedMain] com.example.demo.DemoApplication - Running with Spring Boot v3.5.9, Spring v6.2.15
2026-01-22 16:03:37.354 INFO  [restartedMain] com.example.demo.DemoApplication - No active profile set, falling back to 1 default profile: "default"
2026-01-22 16:03:37.379 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-01-22 16:03:37.379 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-01-22 16:03:38.140 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-01-22 16:03:38.198 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 50 ms. Found 15 JPA repository interfaces.
2026-01-22 16:03:38.580 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-01-22 16:03:38.588 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-01-22 16:03:38.589 INFO  [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-01-22 16:03:38.590 INFO  [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.50]
2026-01-22 16:03:38.629 INFO  [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-01-22 16:03:38.629 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1249 ms
2026-01-22 16:03:38.757 INFO  [restartedMain] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-01-22 16:03:38.788 INFO  [restartedMain] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.6.39.Final
2026-01-22 16:03:38.810 INFO  [restartedMain] o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-01-22 16:03:38.982 INFO  [restartedMain] o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-01-22 16:03:39.000 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-01-22 16:03:39.216 INFO  [restartedMain] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@26fa34dc
2026-01-22 16:03:39.217 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-01-22 16:03:39.249 WARN  [restartedMain] org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-01-22 16:03:39.258 INFO  [restartedMain] o.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 8.0.44
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2026-01-22 16:03:39.799 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-01-22 16:03:39.901 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-01-22 16:03:40.046 DEBUG [restartedMain] c.e.d.s.JwtAuthenticationFilter - Filter 'jwtAuthenticationFilter' configured for use
2026-01-22 16:03:40.088 INFO  [restartedMain] o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-01-22 16:03:40.342 INFO  [restartedMain] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2026-01-22 16:03:40.601 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-01-22 16:03:40.754 INFO  [restartedMain] o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
2026-01-22 16:03:40.877 WARN  [restartedMain] o.s.b.a.t.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration - Cannot find template location: classpath:/templates/ (please add some templates, check your Thymeleaf configuration, or set spring.thymeleaf.check-template-location=false)
2026-01-22 16:03:40.996 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-01-22 16:03:41.034 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-01-22 16:03:41.043 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-01-22 16:03:41.065 INFO  [restartedMain] com.example.demo.DemoApplication - Started DemoApplication in 4.013 seconds (process running for 4.295)
2026-01-22 16:03:54.918 INFO  [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-01-22 16:03:54.918 INFO  [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-01-22 16:03:54.919 INFO  [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2026-01-22 16:03:54.979 DEBUG [http-nio-8080-exec-3] c.e.d.s.JwtAuthenticationFilter - Invalid JWT token for request /api/users/me
2026-01-22 16:03:54.991 DEBUG [http-nio-8080-exec-4] c.e.d.s.JwtAuthenticationFilter - Invalid JWT token for request /api/users/me
2026-01-22 16:03:59.235 WARN  [http-nio-8080-exec-6] o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.security.authentication.BadCredentialsException: Bad credentials]
2026-01-22 16:04:01.832 INFO  [http-nio-8080-exec-7] c.e.demo.controller.AuthController - User logged in: admin
2026-01-22 16:04:22.563 INFO  [http-nio-8080-exec-5] c.e.d.s.impl.NhanVienServiceImpl - Saved nhanVien id=5 taiKhoanId=2
2026-01-22 16:04:31.712 INFO  [http-nio-8080-exec-3] c.e.d.s.impl.NhanVienServiceImpl - Saved nhanVien id=5 taiKhoanId=2
2026-01-22 16:04:31.841 INFO  [http-nio-8080-exec-5] c.e.d.s.impl.TaiKhoanServiceImpl - Saved taiKhoan id=2 username=admin
2026-01-22 16:04:38.838 INFO  [http-nio-8080-exec-3] c.e.demo.controller.AuthController - User logged in: admin
2026-01-22 16:04:43.624 INFO  [http-nio-8080-exec-1] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:04:43.635 INFO  [http-nio-8080-exec-2] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:07:05.931 INFO  [http-nio-8080-exec-10] c.e.d.s.impl.TaiKhoanServiceImpl - Saved taiKhoan id=11 username=test
2026-01-22 16:07:05.947 INFO  [http-nio-8080-exec-6] c.e.d.s.impl.NhanVienServiceImpl - Saved nhanVien id=12 taiKhoanId=11
2026-01-22 16:07:09.984 INFO  [http-nio-8080-exec-4] c.e.demo.controller.AuthController - User logged in: test
2026-01-22 16:07:11.657 INFO  [http-nio-8080-exec-1] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:07:11.671 INFO  [http-nio-8080-exec-2] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:07:24.693 INFO  [http-nio-8080-exec-7] c.e.d.s.impl.TaiKhoanServiceImpl - Saved taiKhoan id=11 username=test
2026-01-22 16:07:24.711 INFO  [http-nio-8080-exec-8] c.e.d.s.impl.NhanVienServiceImpl - Saved nhanVien id=12 taiKhoanId=null
2026-01-22 16:07:27.273 INFO  [http-nio-8080-exec-4] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:07:27.285 INFO  [http-nio-8080-exec-2] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:07:30.004 INFO  [http-nio-8080-exec-10] c.e.d.service.impl.SalesServiceImpl - findTableById id=1 found=true
2026-01-22 16:07:30.022 INFO  [http-nio-8080-exec-10] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=1 found=false ngayGioDat=null
2026-01-22 16:07:30.035 INFO  [http-nio-8080-exec-10] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=1 found=false
2026-01-22 16:07:31.574 INFO  [http-nio-8080-exec-1] c.e.d.service.impl.SalesServiceImpl - findTableById id=1 found=true
2026-01-22 16:07:31.586 INFO  [http-nio-8080-exec-1] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=1 found=false ngayGioDat=null
2026-01-22 16:07:31.593 INFO  [http-nio-8080-exec-1] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=1 found=false
2026-01-22 16:07:33.527 INFO  [http-nio-8080-exec-7] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:07:33.542 INFO  [http-nio-8080-exec-6] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:07:36.422 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findTableById id=1 found=true
2026-01-22 16:07:36.424 INFO  [http-nio-8080-exec-3] c.e.d.service.impl.SalesServiceImpl - findMenuItems count=13
2026-01-22 16:07:36.431 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=1 found=false ngayGioDat=null
2026-01-22 16:07:36.436 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=1 found=false
2026-01-22 16:07:39.393 INFO  [http-nio-8080-exec-2] c.e.d.service.impl.SalesServiceImpl - Created invoice id=80 tableId=1 markTableInUse=false
2026-01-22 16:07:39.410 INFO  [http-nio-8080-exec-2] c.e.d.service.impl.SalesServiceImpl - Save selected menu banId=1 invoiceId=80 itemsSelected=2 totalQty=2 hasItems=true
2026-01-22 16:07:39.430 INFO  [http-nio-8080-exec-2] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=1 found=true
2026-01-22 16:07:39.446 INFO  [http-nio-8080-exec-9] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:07:39.458 INFO  [http-nio-8080-exec-10] c.e.d.service.impl.SalesServiceImpl - findTableById id=1 found=true
2026-01-22 16:07:39.467 INFO  [http-nio-8080-exec-10] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=1 found=false ngayGioDat=null
2026-01-22 16:07:39.472 INFO  [http-nio-8080-exec-10] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=1 found=true
2026-01-22 16:07:51.611 INFO  [http-nio-8080-exec-7] c.e.d.service.impl.SalesServiceImpl - Reserve table request banId=2 ngayGioDat=2026-01-22T16:07 tenKhachLen=1 sdtMasked=***
2026-01-22 16:07:51.622 INFO  [http-nio-8080-exec-7] c.e.d.service.impl.SalesServiceImpl - reserveTable invoked by username=test
2026-01-22 16:07:51.626 INFO  [http-nio-8080-exec-7] c.e.d.service.impl.SalesServiceImpl - Found taiKhoanId=11 for username=test
2026-01-22 16:07:51.632 WARN  [http-nio-8080-exec-7] c.e.d.service.impl.SalesServiceImpl - No nhanVien linked to taiKhoanId=11, creating placeholder
2026-01-22 16:07:51.634 INFO  [http-nio-8080-exec-7] c.e.d.service.impl.SalesServiceImpl - Created placeholder nhanVienId=13 for taiKhoanId=11
2026-01-22 16:07:51.637 INFO  [http-nio-8080-exec-7] c.e.d.service.impl.SalesServiceImpl - Reserve table ok banId=2 ngayGioDat=2026-01-22T16:07 nhanVienId=13
2026-01-22 16:07:51.654 INFO  [http-nio-8080-exec-6] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:07:56.593 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findTableById id=2 found=true
2026-01-22 16:07:56.594 INFO  [http-nio-8080-exec-8] c.e.d.service.impl.SalesServiceImpl - findMenuItems count=13
2026-01-22 16:07:56.601 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=2 found=true ngayGioDat=2026-01-22T16:07
2026-01-22 16:07:56.606 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=2 found=false
2026-01-22 16:08:00.315 INFO  [http-nio-8080-exec-2] c.e.d.service.impl.SalesServiceImpl - Created invoice id=81 tableId=2 markTableInUse=false
2026-01-22 16:08:00.324 INFO  [http-nio-8080-exec-2] c.e.d.service.impl.SalesServiceImpl - Save selected menu banId=2 invoiceId=81 itemsSelected=2 totalQty=2 hasItems=true
2026-01-22 16:08:00.336 INFO  [http-nio-8080-exec-2] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=2 found=true
2026-01-22 16:08:00.351 INFO  [http-nio-8080-exec-9] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:08:00.376 INFO  [http-nio-8080-exec-10] c.e.d.service.impl.SalesServiceImpl - findTableById id=2 found=true
2026-01-22 16:08:00.384 INFO  [http-nio-8080-exec-10] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=2 found=true ngayGioDat=2026-01-22T16:07
2026-01-22 16:08:00.388 INFO  [http-nio-8080-exec-10] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=2 found=true
2026-01-22 16:08:03.662 INFO  [http-nio-8080-exec-1] c.e.d.service.impl.SalesServiceImpl - findTableById id=2 found=true
2026-01-22 16:08:03.671 INFO  [http-nio-8080-exec-1] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=2 found=true ngayGioDat=2026-01-22T16:07
2026-01-22 16:08:03.685 INFO  [http-nio-8080-exec-1] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=2 found=true
2026-01-22 16:08:10.226 INFO  [http-nio-8080-exec-6] c.e.d.service.impl.SalesServiceImpl - Split table start fromBanId=2 toBanId=4 items=2 totalQty=2
2026-01-22 16:08:10.249 INFO  [http-nio-8080-exec-6] c.e.d.service.impl.SalesServiceImpl - Split table ok fromBanId=2 toBanId=4 fromInvoiceId=81 toInvoiceId=82 fromDeleted=true
2026-01-22 16:08:10.278 INFO  [http-nio-8080-exec-3] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:08:12.273 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findTableById id=4 found=true
2026-01-22 16:08:12.279 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=4 found=true ngayGioDat=2026-01-22T16:07
2026-01-22 16:08:12.283 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=4 found=true
2026-01-22 16:08:15.052 INFO  [http-nio-8080-exec-4] c.e.d.service.impl.SalesServiceImpl - findTableById id=2 found=true
2026-01-22 16:08:15.061 INFO  [http-nio-8080-exec-4] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=2 found=false ngayGioDat=null
2026-01-22 16:08:15.065 INFO  [http-nio-8080-exec-4] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=2 found=false
2026-01-22 16:08:22.161 INFO  [http-nio-8080-exec-1] c.e.d.service.impl.SalesServiceImpl - Move table start fromBanId=4 toBanId=3
2026-01-22 16:08:22.182 INFO  [http-nio-8080-exec-1] c.e.d.service.impl.SalesServiceImpl - Move table ok fromBanId=4 toBanId=3 invoiceId=82 reservationsMoved=1
2026-01-22 16:08:22.196 INFO  [http-nio-8080-exec-7] c.e.d.service.impl.SalesServiceImpl - findAllTables count=10
2026-01-22 16:08:23.621 INFO  [http-nio-8080-exec-3] c.e.d.service.impl.SalesServiceImpl - findTableById id=3 found=true
2026-01-22 16:08:23.627 INFO  [http-nio-8080-exec-3] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=3 found=true ngayGioDat=2026-01-22T16:07
2026-01-22 16:08:23.631 INFO  [http-nio-8080-exec-3] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=3 found=true
2026-01-22 16:08:25.840 INFO  [http-nio-8080-exec-8] c.e.d.service.impl.SalesServiceImpl - findTableById id=4 found=true
2026-01-22 16:08:25.851 INFO  [http-nio-8080-exec-8] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=4 found=false ngayGioDat=null
2026-01-22 16:08:25.861 INFO  [http-nio-8080-exec-8] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=4 found=false
2026-01-22 16:08:28.991 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findTableById id=3 found=true
2026-01-22 16:08:28.998 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findLatestReservation banId=3 found=true ngayGioDat=2026-01-22T16:07
2026-01-22 16:08:29.002 INFO  [http-nio-8080-exec-5] c.e.d.service.impl.SalesServiceImpl - findUnpaidInvoiceByTable tableId=3 found=true
2026-01-22 16:08:30.581 INFO  [http-nio-8080-exec-2] c.e.d.service.impl.SalesServiceImpl - findTableById id=3 found=true
2026-01-22 16:08:30.582 INFO  [http-nio-8080-exec-4] c.e.d.service.impl.SalesServiceImpl - findMenuItems count=13
